time,falcon_location,dove_location,falcon_id
0.0,5277.825024413331,5277.8270169303,15
18.84955592153876,5277.816512537969,5277.828294676492,0
18.84955592153876,5277.81689986544,5277.828294676492,0
18.84955592153876,5277.817262710056,5277.827956374627,0
18.84955592153876,5277.817603896084,5277.827956374627,0
78.53981633974483,5277.868444336993,5277.827956374627,16
314.1592653589793,5277.817987679608,5277.827956374627,0
618.8937527571892,5277.868148202526,5277.827998848915,16
1300.6193585861743,5277.782777046967,5277.828094687991,19
1300.6193585861743,5277.782880737514,5277.828094687991,19
1300.6193585861743,5277.8000448888015,5277.828094687991,19
1300.6193585861743,5277.783431882646,5277.825093721109,11
1306.902543893354,5277.881114725541,5277.822969949858,18
1319.4689145077132,5277.859188059635,5277.822969949858,15
1627.3449945595128,5277.816116046187,5277.822969949858,7
1734.1591447815658,5277.869690140018,5277.824615486658,0
1734.1591447815658,5277.869395904792,5277.826563439896,0
1734.1591447815658,5277.82750007794,5277.8289346011425,5
1737.3007374351555,5277.80000817317,5277.83055460859,19
1737.3007374351555,5277.799923385368,5277.83055460859,19
1737.3007374351555,5277.799796658816,5277.83055460859,19
1737.3007374351555,5277.799633383294,5277.828749658508,19
1737.3007374351555,5277.799438294879,5277.825616400696,19
1737.3007374351555,5277.816341987604,5277.822807237614,19
1737.3007374351555,5277.815895260035,5277.820283312073,19
1749.8671080495149,5277.827534149436,5277.81927339532,5
2145.707782401829,5277.817579782076,5277.819171506514,0
2145.707782401829,5277.817822537034,5277.819093832303,0
2145.707782401829,5277.810449333847,5277.8189449152,5
2145.707782401829,5277.818046002464,5277.8187879238985,0
2148.8493750554185,5277.8154490003835,5277.818630466162,19
2148.8493750554185,5277.797881368137,5277.8181551249045,19
2331.0617489636265,5277.797644907392,5277.818002459526,19
2331.0617489636265,5277.780260909998,5277.816772862662,19
3034.77850336774,5277.7801850888,5277.814711141699,19
3034.77850336774,5277.780067953785,5277.8119175037455,19
3034.77850336774,5277.779914808738,5277.808480040846,19
3034.77850336774,5277.779730314202,5277.805404928187,19
3034.77850336774,5277.762392132673,5277.802648673547,19
3034.77850336774,5277.762356719917,5277.800173042046,19
3242.1236185046664,5277.817912894065,5277.797015687216,0
3242.1236185046664,5277.867404934996,5277.797015687216,16
3267.2563597333847,5277.8241216598935,5277.797015687216,15
3455.7519189487725,5277.840931125772,5277.798653138253,15
3641.1058855105703,5277.745374444164,5277.802000644042,19
3663.097034085699,5277.817917598396,5277.802878711418,0
3659.955441432109,5277.847667609629,5277.804063369331,10
3663.097034085699,5277.849579288406,5277.806459490291,9
3663.097034085699,5277.827757296702,5277.808427209513,5
3666.2386267392885,5277.818089260422,5277.810513766132,0
3666.2386267392885,5277.8696420959595,5277.813567296768,0
3666.2386267392885,5277.869217166969,5277.814582010232,0
3666.2386267392885,5277.914938585267,5277.817758003174,8
3669.380219392878,5277.800874164627,5277.8233621073805,11
3672.5218120464683,5277.823224742101,5277.828460869934,6
3678.8049973536477,5277.8689353438895,5277.831399122089,0
3678.8049973536477,5277.8496266139555,5277.833460055082,9
3678.8049973536477,5277.806565361555,5277.8342121202395,15
3681.9465900072373,5277.879362144241,5277.8342121202395,5
3694.512960621597,5277.816168191153,5277.835502667677,7
3694.512960621597,5277.849684882944,5277.836293004933,9
3694.512960621597,5277.868745114638,5277.837037655872,0
3697.6545532751866,5277.930387490478,5277.837901107066,5
3710.2209238895457,5277.813021675952,5277.839598595422,12
3710.2209238895457,5277.868677979806,5277.843658389172,0
3732.2120724646743,5277.746272274153,5277.843658389172,19
3735.353665118264,5277.912200002717,5277.846155494392,5
3747.920035732623,5277.89689031248,5277.847683238071,2
3751.0616283862128,5277.868676731915,5277.847683238071,0
3754.203221039803,5277.816415793883,5277.849069405369,7
3760.486406346982,5277.868647559554,5277.850303584713,0
3763.6279990005723,5277.885773170628,5277.851362275107,0
3766.769591654162,5277.885597127679,5277.852307726012,0
3773.0527769613414,5277.772938163779,5277.852300830565,15
3776.1943696149315,5277.885345938043,5277.8522059578245,0
3776.1943696149315,5277.885151621785,5277.854072367822,0
3776.1943696149315,5277.885007139842,5277.855812822025,0
3779.335962268521,5277.902032737945,5277.857467261972,0
3801.3271108436497,5277.901770120632,5277.858081300719,0
3801.3271108436497,5277.884440074128,5277.861924837837,0
3804.4687034972394,5277.84265985506,5277.865650799636,15
3820.176666765188,5277.884448946336,5277.867686824754,0
3823.3182594187783,5277.747417126253,5277.867686824754,19
3823.3182594187783,5277.765491508943,5277.867686824754,19
3823.3182594187783,5277.766066731547,5277.86142802586,19
3842.167815340317,5277.799321770907,5277.850882857264,7
3873.583741876215,5277.736554806129,5277.841652836333,13
3908.1412610657026,5277.866745647115,5277.835258417078,0
3908.1412610657026,5277.866467862132,5277.832458365808,0
3908.1412610657026,5277.866251432054,5277.832458365808,0
3908.1412610657026,5277.866088768173,5277.832458365808,0
3911.2828537192922,5277.865973200482,5277.833591462837,0
3911.2828537192922,5277.766574316134,5277.834523375214,19
3911.2828537192922,5277.766964148579,5277.834523375214,19
3911.2828537192922,5277.767250811945,5277.834523375214,19
3911.2828537192922,5277.767447123728,5277.829970059334,19
3911.2828537192922,5277.76756434938,5277.82315222805,19
3911.2828537192922,5277.849388706198,5277.817100023084,9
3911.2828537192922,5277.865526825146,5277.81671979399,0
3920.7076316800617,5277.911139538668,5277.81671979399,5
3923.849224333652,5277.865295431336,5277.81671979399,0
3930.132409640831,5277.773959733048,5277.822926650991,15
3936.415594948011,5277.875946157874,5277.827913084126,5
3942.6987802551903,5277.865106312136,5277.830585409605,0
3942.6987802551903,5277.847841922049,5277.832544996608,0
3945.84037290878,5277.76532002315,5277.832544996608,7
3945.84037290878,5277.847846243456,5277.831599933848,0
3948.98196556237,5277.861805567159,5277.833260240929,2
3948.98196556237,5277.832953729332,5277.834424717057,16
3945.84037290878,5277.8976050531455,5277.834424717057,8
3952.1235582159597,5277.813756538434,5277.834424717057,0
3952.1235582159597,5277.896566153867,5277.836367133651,3
3955.2651508695494,5277.814409688448,5277.83971351183,0
3955.2651508695494,5277.78319905978,5277.83971351183,7
4011.8138186341657,5277.767952876914,5277.83971351183,19
4011.8138186341657,5277.768237670973,5277.836604526322,19
4014.9554112877554,5277.768431621709,5277.831348885657,19
4014.9554112877554,5277.73429319321,5277.824488644491,19
4014.9554112877554,5277.734738058118,5277.81839839985,19
4014.9554112877554,5277.8144473624325,5277.811127936359,0
4024.380189248525,5277.766048644332,5277.803661136728,7
4055.796115784423,5277.814457054769,5277.799757563662,0
4055.796115784423,5277.814491756235,5277.799691579078,0
4058.9377084380126,5277.814548282909,5277.799691579078,0
4055.796115784423,5277.789515644043,5277.800533853244,5
4058.9377084380126,5277.814605971192,5277.80055469226,0
4058.9377084380126,5277.830074488154,5277.801318245794,10
4058.9377084380126,5277.797666283783,5277.802075511102,9
4058.9377084380126,5277.797585271054,5277.802894491171,0
4062.0793010916027,5277.80590393777,5277.803756087893,6
4062.0793010916027,5277.797906939958,5277.803756087893,0
4062.0793010916027,5277.766284390261,5277.803756087893,7
4074.645671705962,5277.826803083506,5277.803432221659,4
4084.070449666731,5277.81289463712,5277.803302589034,12
4087.212042320321,5277.781089069368,5277.80272347729,0
4087.212042320321,5277.7898421113005,5277.801586108204,5
4090.3536349739106,5277.737380996772,5277.80035404295,6
4096.63682028109,5277.736419076642,5277.80035404295,13
4106.061598241859,5277.781397881868,5277.796369095243,0
4106.061598241859,5277.734903924808,5277.789919312021,19
4106.061598241859,5277.734992951392,5277.786555997488,19
4106.061598241859,5277.735014776116,5277.783475291249,19
4106.061598241859,5277.781495471407,5277.778212257144,0
4106.061598241859,5277.879682847953,5277.778212257144,8
4112.344783549039,5277.738054981375,5277.777400030681,6
4112.344783549039,5277.811404608955,5277.777400030681,18
4115.486376202629,5277.774000602918,5277.780354674778,15
4137.477524777758,5277.781727406499,5277.781648016779,0
4140.619117431347,5277.781954823062,5277.781668959439,0
4140.619117431347,5277.782178124006,5277.781668959439,0
4140.619117431347,5277.782397664397,5277.781712072276,0
4140.619117431347,5277.849074319608,5277.781712072276,9
4143.760710084937,5277.812597087135,5277.781774523687,12
4150.043895392117,5277.783489021057,5277.785457852697,7
4150.043895392117,5277.782731996878,5277.789500861066,0
4162.610266006476,5277.800444384487,5277.790332035768,7
4181.459821928014,5277.783063239386,5277.790471460282,0
4184.601414581604,5277.783376436949,5277.790471460282,0
4184.601414581604,5277.7836736374275,5277.7900356941755,0
4184.601414581604,5277.783956641859,5277.789667014861,0
4184.601414581604,5277.7842270343035,5277.78912518288,0
4200.309377849553,5277.73519603689,5277.788549276203,19
4200.309377849553,5277.735298298049,5277.788065839769,19
4200.309377849553,5277.735331460802,5277.784990642014,19
4200.309377849553,5277.735304226921,5277.7795956578775,19
4200.309377849553,5277.735224243799,5277.774793136551,19
4228.5837117318615,5277.784183124826,5277.770511799556,0
4263.141230921349,5277.861466435447,5277.770511799556,3
4269.424416228529,5277.812148676126,5277.770511799556,12
4272.566008882119,5277.835732287247,5277.772859422138,0
4272.566008882119,5277.835303558092,5277.77911955601,0
4272.566008882119,5277.807172792421,5277.783980659607,5
4294.557157457247,5277.735480137716,5277.787219045453,19
4294.557157457247,5277.7356473972995,5277.787219045453,19
4294.557157457247,5277.735737092559,5277.787219045453,19
4294.557157457247,5277.718632520107,5277.784678799233,19
4294.557157457247,5277.718795088242,5277.779365907727,19
4297.698750110837,5277.774529026689,5277.773706548045,4
4376.238566450582,5277.789675958139,5277.769547665423,5
4391.946529718531,5277.88601980312,5277.769547665423,0
4391.946529718531,5277.846692608905,5277.769547665423,10
4391.946529718531,5277.848515681915,5277.774916926511,9
4391.946529718531,5277.885044381133,5277.784834075784,0
4395.088122372121,5277.719404927837,5277.791641873852,19
4395.088122372121,5277.719880490127,5277.791641873852,19
4395.088122372121,5277.720238381863,5277.791641873852,19
4395.088122372121,5277.737619631961,5277.791069861367,19
4395.088122372121,5277.737584211702,5277.783603658149,19
4404.51290033289,5277.883776624192,5277.7817249764585,0
4404.51290033289,5277.882695277229,5277.7817249764585,0
4448.495197483147,5277.8412898562365,5277.7817249764585,5
4489.3359019798145,5277.8327441844,5277.7888597713845,16
4555.3093477052,5277.881892772046,5277.796791470456,0
4558.45094035879,5277.881219310938,5277.801154177431,0
4577.300496280329,5277.861773346309,5277.807245539457,3
4608.716422816226,5277.829403555174,5277.815304968023,10
4611.858015469817,5277.880728353477,5277.821399264851,0
4618.141200776996,5277.774672600714,5277.824022730047,15
4627.565978737765,5277.828868807596,5277.8243649734295,0
4627.565978737765,5277.829078097225,5277.824641100101,0
4627.565978737765,5277.738208987429,5277.824641100101,19
4627.565978737765,5277.738696531316,5277.824641100101,19
4627.565978737765,5277.739063814395,5277.820143703855,19
4627.565978737765,5277.739325753171,5277.811702730977,19
4627.565978737765,5277.75662189068,5277.8038046790325,19
4646.415534659304,5277.811689735102,5277.796797340619,0
4646.415534659304,5277.811689319398,5277.793777990671,0
4646.415534659304,5277.777464365343,5277.792878371899,0
4646.415534659304,5277.777916990489,5277.792081618721,0
4646.415534659304,5277.77834003701,5277.791304114092,0
4649.5571273128935,5277.796601832802,5277.791304114092,9
4649.5571273128935,5277.7787472970285,5277.790422178771,0
4655.840312620074,5277.779130095095,5277.789751940269,0
4658.981905273663,5277.7486458912,5277.789133881502,7
